REGION_TYPE,REGION,YEAR,WEEK,PERCENT_WEIGHTED,PERCENT_UNWEIGHTED,AGE_0_4,AGE_25_49,AGE_25_64,AGE_5_24,AGE_50_64,AGE_65,ILITOTAL,NUM_OF_PROVIDERS,TOTAL_PATIENTS
States,Ohio,2019,2,X,1.08486,X,X,X,X,X,X,191,46,17606
States,Oklahoma,2019,2,X,4.4504,X,X,X,X,X,X,349,22,7842
States,Oregon,2019,2,X,1.6373,X,X,X,X,X,X,605,77,36951
States,Pennsylvania,2019,2,X,2.40853,X,X,X,X,X,X,1262,132,52397
States,Rhode Island,2019,2,X,2.90348,X,X,X,X,X,X,145,22,4994
States,South Carolina,2019,2,X,3.45609,X,X,X,X,X,X,503,27,14554
States,South Dakota,2019,2,X,1.30657,X,X,X,X,X,X,220,25,16838
States,Tennessee,2019,2,X,1.86366,X,X,X,X,X,X,149,50,7995
States,Texas,2019,2,X,4.66314,X,X,X,X,X,X,1331,111,28543
States,Utah,2019,2,X,3.69727,X,X,X,X,X,X,766,50,20718
States,Vermont,2019,2,X,3.36988,X,X,X,X,X,X,209,18,6202
States,Virginia,2019,2,X,3.46321,X,X,X,X,X,X,2863,122,82669
States,Washington,2019,2,X,1.45493,X,X,X,X,X,X,82,28,5636
